0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,labels
-626.2667236328125,93.89173889160156,-0.6967243552207947,17.828401565551758,9.496767044067383,2.02583646774292,-2.7260568141937256,-8.51913833618164,-12.432028770446777,-6.58018159866333,-0.020015809684991837,-2.7544727325439453,0.7743025422096252,-5.368924617767334,-0.34040144085884094,1.4798232316970825,-8.706110954284668,-2.7674641609191895,-1.6204931735992432,-1.525632619857788,male_neutral
-427.70646946175737,33.18752552257621,12.562961258410803,9.430221006599103,4.539242958619019,1.9663940904510522,-2.4407678683464584,-7.4578232392003905,-7.988277812074166,-5.741905015016113,-0.9744589396708732,0.4760047538027794,-0.571460027178701,-1.9476021745922603,-0.6998347777131236,-0.9485160886190914,-4.428589271311863,-3.341457113570161,-0.18194159835968685,-2.604190871485886,male_neutral
-680.2488403320312,90.47467803955078,-2.9954824447631836,17.7733154296875,6.315861225128174,0.7216628193855286,-6.446163177490234,-11.472776412963867,-14.421963691711426,-4.905107498168945,0.3917520046234131,-1.993615984916687,-0.6318907737731934,-6.631032943725586,1.132352590560913,-2.5680387020111084,-8.887709617614746,-1.2439517974853516,-2.6822662353515625,-6.0889787673950195,male_neutral
-634.9598388671875,72.81147766113281,-3.487027168273926,20.697269439697266,10.18832015991211,-0.6678402423858643,-3.293633460998535,-7.447815895080566,-16.70384979248047,-2.161059856414795,-0.0810743197798729,-3.7145142555236816,0.27359193563461304,-4.517450332641602,-1.1172451972961426,0.5343806743621826,-6.885534286499023,-1.295200228691101,-3.2895548343658447,0.7568773627281189,male_neutral
-532.4186454831698,48.21791579127991,3.1553929510419203,15.004047783964621,7.0440189690295405,-2.410397912749076,-3.7186970077537587,-8.851874347500212,-13.134730065422445,-4.072527535895084,-0.16278040657264722,-3.3871794879622326,-2.1844273284373887,-3.6745695175158315,-1.809734035380671,-0.2029223132926499,-5.404690474465226,-2.9796890995675125,-0.6308367524206383,-1.865091205130744,male_neutral
-692.5053100585938,67.75897979736328,-7.181970596313477,22.61623764038086,6.98561429977417,-1.616945743560791,-4.912716865539551,-10.695647239685059,-17.489177703857422,0.08583950251340866,-1.3798342943191528,-3.1208674907684326,-0.5954725742340088,-5.523309230804443,-2.183716297149658,-3.735138416290283,-8.79376220703125,-2.5904700756073,-2.7989819049835205,-2.697434186935425,male_neutral
-546.1250610351562,76.01915740966797,-7.794095516204834,16.050230026245117,5.017284393310547,-4.930614948272705,-13.323175430297852,-10.114238739013672,-22.987648010253906,-6.098754405975342,-3.719003915786743,-9.888731956481934,0.08101899176836014,-6.844969749450684,-8.00027084350586,2.2094790935516357,-13.894420623779297,-4.66083288192749,-1.4377268552780151,-3.5870981216430664,male_sad
-380.28816265694394,32.91420551775665,7.937551504612723,7.694567158711668,2.837784960962134,-3.4554033077784996,-5.417966725391491,-8.124380409251204,-11.523301492916605,-7.070481725855387,-3.983991315744607,-3.819057006368082,-1.7371289524539153,-3.4563595744044964,-3.3757689230093435,-0.9083584424543033,-5.493085640652906,-4.12946012160236,-0.26290242994331936,-2.8064828443143246,male_sad
-614.46533203125,74.50665283203125,-9.425725936889648,16.07849884033203,2.044645071029663,-5.476779460906982,-13.95779800415039,-11.89234447479248,-23.50633430480957,-2.497267007827759,-5.642727375030518,-8.613871574401855,0.21748363971710205,-9.84759521484375,-5.687589645385742,-1.863860845565796,-15.385051727294922,-1.3925082683563232,-2.248077392578125,-6.53380823135376,male_sad
-584.5574951171875,89.93021392822266,6.587197780609131,19.354246139526367,3.9262259006500244,7.50824499130249,-8.48770809173584,-7.810604572296143,-13.802867889404297,-8.641154289245605,0.10123110562562943,1.3737794160842896,-0.9095540046691895,-6.0873942375183105,0.8608050346374512,-1.7112234830856323,-9.592368125915527,-3.749880075454712,-2.6403050422668457,-0.9062267541885376,male_neutral
-481.9336321037043,48.92124852397163,18.99848193755438,13.075536271896695,2.8441607294538613,5.678165403308332,-4.152130316038638,-10.078115200786081,-9.192380237279329,-8.105252815332177,-1.5164614441299848,1.838175259231229,-2.2984871475791384,-3.4852105966324194,-0.7754689068068096,-1.4424949232971176,-6.538232250815569,-4.375093678466656,-0.4206346672376324,-4.932989582563204,male_neutral
-638.7891235351562,84.40018463134766,4.14754056930542,18.885560989379883,-0.27542227506637573,7.33658504486084,-13.292200088500977,-10.657662391662598,-15.771925926208496,-5.514739036560059,1.3705708980560303,1.9415346384048462,-3.413177967071533,-4.834287166595459,2.190134286880493,-4.551239013671875,-8.749309539794922,-3.5670676231384277,-3.042304277420044,-6.82187557220459,male_neutral
-620.0448608398438,91.13829040527344,0.25806233286857605,19.152494430541992,7.2852630615234375,4.199367523193359,-2.837933301925659,-6.553220272064209,-12.99344539642334,-6.180675506591797,1.864682912826538,-2.0390470027923584,1.1887471675872803,-6.122469902038574,1.3150930404663086,0.37229272723197937,-9.535749435424805,-3.458045482635498,-0.7256012558937073,-2.191594123840332,male_neutral
-434.3633850325674,33.80193753565614,12.299913075338035,9.473307784335143,4.298472027204558,2.1348716322374433,-2.024922699746916,-5.9741731551992405,-7.329821749710283,-6.0624553809841855,0.02638616014805613,0.1549283103809779,-0.762750350899942,-1.750201733099003,-0.20005603992278942,-0.23368391819627352,-4.564676704765363,-3.7094582057622896,-0.22774874936995126,-3.0499711366813056,male_neutral
-685.864013671875,89.21363067626953,0.13819082081317902,21.778738021850586,4.230138301849365,4.222809791564941,-6.139730453491211,-8.907275199890137,-15.634521484375,-2.9504871368408203,3.8182075023651123,-0.5020923614501953,0.2841593325138092,-5.11567497253418,2.526602268218994,-3.952073335647583,-9.866181373596191,-2.500059127807617,-0.015001141466200352,-3.9768948554992676,male_neutral
-526.5487060546875,84.45205688476562,-6.8122944831848145,22.756120681762695,8.01903247833252,-0.8334029912948608,-6.377083778381348,-13.943413734436035,-15.782283782958984,-1.6915041208267212,-3.2382569313049316,-2.1167197227478027,-1.0037221908569336,-5.579823970794678,-0.27164798974990845,0.18386191129684448,-5.222090721130371,-4.89548921585083,-1.2030006647109985,2.507868528366089,male_fear
-423.43712290123,45.35320198649222,6.147975542805079,12.501469900377256,6.370891605795202,-0.24640592318644877,-4.78930482631868,-12.047717045518633,-12.455017956566756,-5.934620869939037,-2.658420576179595,-2.291034045234358,-1.6989749183722926,-4.174582782493075,-3.2456289601584896,-0.33011357472893826,-5.350950754810461,-6.2000554594478965,0.022682392892236516,-0.9487984441536355,male_fear
-589.6952514648438,79.19273376464844,-7.728785037994385,24.211610794067383,5.490998268127441,-0.913637638092041,-10.59561824798584,-19.350507736206055,-17.617658615112305,-0.28876036405563354,-3.1773691177368164,0.3914607763290405,-0.6448352932929993,-4.449831008911133,0.3928329348564148,0.10853510349988937,-6.202587127685547,-3.8198306560516357,3.1875901222229004,-1.550358533859253,male_fear
-486.88470458984375,78.92730712890625,-17.00669288635254,9.014796257019043,2.3942031860351562,-3.1475062370300293,-16.391252517700195,-9.56649398803711,-21.383386611938477,-11.585461616516113,3.030299186706543,-11.386149406433105,-2.533721446990967,-2.7876651287078857,-10.200807571411133,0.656766414642334,-11.104291915893555,-7.863331317901611,-3.959219455718994,-6.522278308868408,male_happy
-300.60420522492285,25.850692753453263,4.227895253827929,2.778420079839944,1.215927003594871,-2.8593082680271187,-5.773332475873785,-7.275476230021106,-11.050013255713324,-7.419771010682825,-1.6662539062075896,-2.5668320537077527,-1.731694856734288,-1.0199237607637162,-2.957364018559242,-2.052099035102933,-4.4015015504089705,-4.5278349342754645,-2.5100528758274527,-4.324103610105764,male_happy
-543.9310302734375,77.45423889160156,-19.42436408996582,9.250539779663086,-1.1416497230529785,-5.9981889724731445,-19.682600021362305,-10.848665237426758,-24.037641525268555,-8.136234283447266,0.8486336469650269,-12.538521766662598,-0.38674113154411316,-6.172019004821777,-9.375655174255371,-0.011017750017344952,-13.683258056640625,-5.424091339111328,-5.563766002655029,-8.804024696350098,male_happy
-581.9570922851562,88.45927429199219,-3.8886823654174805,18.70368003845215,2.0500669479370117,0.1924518495798111,-8.48863697052002,-9.873335838317871,-19.9896240234375,-4.319108963012695,2.876009225845337,-9.527559280395508,2.3157143592834473,-5.452019691467285,-1.408805012702942,2.6615583896636963,-9.988688468933105,-2.488927125930786,-1.8014788627624512,-4.3784356117248535,male_happy
-411.15443522537885,36.53056420734043,11.496548465535241,8.722748294703154,1.3147704548923003,-2.906261797992419,-5.496208941027605,-9.289938664143293,-11.815243628628728,-5.765255591859939,-2.1034501782156263,-3.2635961429689253,-1.8855097617767784,-2.7945162067143685,-1.316355290210368,-0.7709530634454814,-4.666482559884508,-3.541847855647983,-0.8017771998599825,-3.801451499126085,male_happy
